"caseid","v212","v301","v302","v191","v133","v102","v104","v005","v000","v007","v001","v002","v025","v525","v717","v613","v012","SurveyId"
"    00231516  2",17,3,3,-51596,4,1,95,901391,"CO7",2015,23,1516,1,16,9,2,30,"CO2015DHS"
"    00231617  1",16,3,3,-19440,8,1,95,750454,"CO7",2015,23,1617,1,15,7,1,24,"CO2015DHS"
"    00231618  3",18,3,3,60261,14,1,20,901391,"CO7",2015,23,1618,1,15,2,2,34,"CO2015DHS"
"    00231820  2",18,3,3,27533,11,1,24,726036,"CO7",2015,23,1820,1,96,3,4,39,"CO2015DHS"
"    00231820  5",NA,3,3,27533,6,1,95,655983,"CO7",2015,23,1820,1,15,3,1,15,"CO2015DHS"
"    00231820  6",17,3,3,27533,9,1,95,655983,"CO7",2015,23,1820,1,15,3,1,19,"CO2015DHS"
"    00239050  2",16,3,3,-19823,6,1,20,770054,"CO7",2015,23,9050,1,96,7,3,25,"CO2015DHS"
"    00241212  2",31,3,3,91818,16,1,13,543311,"CO7",2015,24,1212,1,24,1,3,44,"CO2015DHS"
"    00241414  2",NA,3,3,119272,13,1,95,470241,"CO7",2015,24,1414,1,24,1,3,48,"CO2015DHS"
"    00241616  2",20,3,3,83794,13,1,1,475224,"CO7",2015,24,1616,1,19,1,3,38,"CO2015DHS"
"    00241717  3",18,3,3,120895,14,1,95,590001,"CO7",2015,24,1717,1,16,0,2,34,"CO2015DHS"
"    00241717  4",NA,3,0,120895,7,1,95,429371,"CO7",2015,24,1717,1,0,0,1,15,"CO2015DHS"
"    00241818  2",22,3,3,87842,14,1,8,475224,"CO7",2015,24,1818,1,20,3,3,37,"CO2015DHS"
"    00241818  3",NA,3,3,87842,13,1,95,491206,"CO7",2015,24,1818,1,16,7,2,20,"CO2015DHS"
"    00242121  3",NA,3,3,130027,12,1,3,590001,"CO7",2015,24,2121,1,23,2,2,34,"CO2015DHS"
"    00242121  4",NA,3,0,130027,9,1,95,429371,"CO7",2015,24,2121,1,0,7,3,19,"CO2015DHS"
"    00242222  2",20,3,3,69979,12,1,3,504035,"CO7",2015,24,2222,1,17,1,2,26,"CO2015DHS"
"    00242323  4",25,3,3,103828,16,1,95,590001,"CO7",2015,24,2323,1,18,2,3,34,"CO2015DHS"
"    00251414  2",24,3,3,112217,16,1,95,1460716,"CO7",2015,25,1414,1,19,2,4,36,"CO2015DHS"
"    00251717  3",NA,3,3,96326,13,1,0,1319775,"CO7",2015,25,1717,1,18,7,2,19,"CO2015DHS"
"    00252222  1",31,3,3,90467,12,1,6,1813513,"CO7",2015,25,2222,1,23,2,1,33,"CO2015DHS"
"    00252222  4",NA,3,3,90467,15,1,8,1813513,"CO7",2015,25,2222,1,14,2,1,31,"CO2015DHS"
"    00252222  5",19,3,3,90467,11,1,0,1460716,"CO7",2015,25,2222,1,96,7,1,37,"CO2015DHS"
"    00252424  1",27,3,0,46476,13,1,1,1669998,"CO7",2015,25,2424,1,27,1,2,40,"CO2015DHS"
"    00252424  4",NA,3,3,46476,16,1,22,1445401,"CO7",2015,25,2424,1,40,2,2,46,"CO2015DHS"
"    00252424  5",NA,3,3,46476,14,1,5,1509842,"CO7",2015,25,2424,1,14,7,3,20,"CO2015DHS"
"    00252525  2",22,3,3,51343,5,1,3,1445401,"CO7",2015,25,2525,1,96,3,5,45,"CO2015DHS"
"    00261212  2",NA,3,3,86240,12,1,95,1040066,"CO7",2015,26,1212,1,18,3,2,30,"CO2015DHS"
"    00261212  4",NA,3,3,86240,15,1,95,888524,"CO7",2015,26,1212,1,24,2,4,25,"CO2015DHS"
"    00261212  5",19,3,3,86240,14,1,95,888524,"CO7",2015,26,1212,1,16,7,3,26,"CO2015DHS"
"    00261212  8",NA,3,0,86240,9,1,95,756903,"CO7",2015,26,1212,1,0,0,2,16,"CO2015DHS"
"    00261212  9",NA,3,0,86240,8,1,95,756903,"CO7",2015,26,1212,1,0,0,4,15,"CO2015DHS"
"    00261212 10",NA,3,0,86240,7,1,95,821848,"CO7",2015,26,1212,1,0,3,3,13,"CO2015DHS"
"    00261313  2",NA,3,3,109928,14,1,95,888524,"CO7",2015,26,1313,1,17,1,1,29,"CO2015DHS"
"    00261313  3",NA,3,3,109928,14,1,95,865908,"CO7",2015,26,1313,1,15,0,2,23,"CO2015DHS"
"    00261313  4",24,3,3,109928,16,1,95,865908,"CO7",2015,26,1313,1,18,1,2,24,"CO2015DHS"
"    00261818  2",16,3,3,31929,5,1,25,828951,"CO7",2015,26,1818,1,16,8,3,47,"CO2015DHS"
"    00261818  3",22,3,3,31929,11,1,95,1040066,"CO7",2015,26,1818,1,19,3,2,30,"CO2015DHS"
"    00261818  5",17,3,3,31929,13,1,23,888524,"CO7",2015,26,1818,1,17,7,2,25,"CO2015DHS"
"    00269080  2",18,3,3,75808,14,1,19,865908,"CO7",2015,26,9080,1,17,7,2,22,"CO2015DHS"
"    00271111  1",19,3,3,33596,6,1,95,583720,"CO7",2015,27,1111,1,13,3,5,45,"CO2015DHS"
"    00271212  1",NA,3,3,75722,16,1,10,625669,"CO7",2015,27,1212,1,18,1,3,26,"CO2015DHS"
"    00271212  2",NA,3,0,75722,7,1,3,578718,"CO7",2015,27,1212,1,0,0,3,13,"CO2015DHS"
"    00271313  2",20,3,3,25694,13,1,26,625669,"CO7",2015,27,1313,1,17,7,2,27,"CO2015DHS"
"    00271313  5",NA,3,3,25694,12,1,95,609744,"CO7",2015,27,1313,1,17,2,3,21,"CO2015DHS"
"    00271414  2",NA,3,0,61193,6,1,27,583720,"CO7",2015,27,1414,1,96,3,2,45,"CO2015DHS"
"    00271515  2",16,3,3,53948,10,1,30,583720,"CO7",2015,27,1515,1,96,7,2,46,"CO2015DHS"
"    00271515  3",NA,3,3,53948,13,1,95,625669,"CO7",2015,27,1515,1,17,3,2,29,"CO2015DHS"
"    00271515  4",NA,3,3,53948,12,1,95,609744,"CO7",2015,27,1515,1,14,7,2,20,"CO2015DHS"
"    00271616  2",16,3,3,25273,13,1,95,609744,"CO7",2015,27,1616,1,96,7,2,21,"CO2015DHS"
"    00271819  2",24,3,3,62585,13,1,25,583720,"CO7",2015,27,1819,1,18,2,4,48,"CO2015DHS"
"    00271819  5",NA,3,0,62585,7,1,95,578718,"CO7",2015,27,1819,1,0,0,3,13,"CO2015DHS"
"    00281414  1",22,3,3,67420,11,1,22,797044,"CO7",2015,28,1414,1,22,7,4,42,"CO2015DHS"
"    00281414  2",NA,3,0,67420,7,1,95,683939,"CO7",2015,28,1414,1,0,0,3,13,"CO2015DHS"
"    00281616  2",23,3,3,37056,12,1,95,697160,"CO7",2015,28,1616,1,17,2,3,35,"CO2015DHS"
"    00281818  2",NA,3,3,76334,16,1,95,720606,"CO7",2015,28,1818,1,18,7,3,24,"CO2015DHS"
"    00282121  2",21,3,3,49424,14,1,95,689851,"CO7",2015,28,2121,1,18,2,4,46,"CO2015DHS"
"    00282121  5",15,3,3,49424,13,1,0,629893,"CO7",2015,28,2121,1,14,7,3,19,"CO2015DHS"
"    00282323  3",NA,3,3,121355,13,1,29,689851,"CO7",2015,28,2323,1,35,2,2,49,"CO2015DHS"
"    00282323  4",26,3,3,121355,15,1,26,797044,"CO7",2015,28,2323,1,25,2,3,40,"CO2015DHS"
"    00282323  5",NA,3,0,121355,8,1,95,683939,"CO7",2015,28,2323,1,0,0,2,14,"CO2015DHS"
"    00282424  2",25,3,3,90894,13,1,11,797044,"CO7",2015,28,2424,1,21,3,2,40,"CO2015DHS"
"    00282424  3",NA,3,0,90894,9,1,11,629893,"CO7",2015,28,2424,1,0,0,2,15,"CO2015DHS"
"    00289020  2",30,3,3,110127,13,1,3,865540,"CO7",2015,28,9020,1,21,1,2,31,"CO2015DHS"
"    00291212  2",18,3,3,130950,13,1,5,760549,"CO7",2015,29,1212,1,16,2,3,30,"CO2015DHS"
"    00291414  2",25,3,3,31445,16,1,95,649733,"CO7",2015,29,1414,1,18,3,2,28,"CO2015DHS"
"    00291717  2",24,3,3,118649,13,1,95,606170,"CO7",2015,29,1717,1,23,0,3,48,"CO2015DHS"
"    00291717  3",NA,3,0,118649,8,1,95,600976,"CO7",2015,29,1717,1,0,0,0,14,"CO2015DHS"
"    00291717  4",NA,3,0,118649,7,1,95,600976,"CO7",2015,29,1717,1,0,0,3,13,"CO2015DHS"
"    00291818  2",NA,3,0,72249,8,1,95,553485,"CO7",2015,29,1818,1,0,0,3,15,"CO2015DHS"
"    00291919  2",27,3,3,108520,14,1,19,700362,"CO7",2015,29,1919,1,96,1,2,44,"CO2015DHS"
"    00291919  3",NA,3,0,108520,9,1,95,553485,"CO7",2015,29,1919,1,0,0,2,15,"CO2015DHS"
"    00292020  2",23,3,3,85128,15,1,2,612593,"CO7",2015,29,2020,1,96,7,2,39,"CO2015DHS"
"    00292020  3",NA,3,0,85128,9,1,1,553485,"CO7",2015,29,2020,1,0,0,2,15,"CO2015DHS"
"    00292222  4",NA,3,3,82196,14,1,5,633196,"CO7",2015,29,2222,1,17,7,3,21,"CO2015DHS"
"    00301010  2",15,3,3,77572,8,1,95,429022,"CO7",2015,30,1010,1,13,3,5,37,"CO2015DHS"
"    00301010  3",NA,3,3,77572,14,1,95,443450,"CO7",2015,30,1010,1,17,2,2,22,"CO2015DHS"
"    00301313  1",18,3,3,50253,7,1,95,429022,"CO7",2015,30,1313,1,17,3,2,35,"CO2015DHS"
"    00301313  2",NA,3,0,50253,6,1,95,420886,"CO7",2015,30,1313,1,0,0,3,14,"CO2015DHS"
"    00301515  1",15,3,3,-49399,0,1,95,424523,"CO7",2015,30,1515,1,14,7,2,46,"CO2015DHS"
"    00301515  2",17,3,3,-49399,6,1,95,443450,"CO7",2015,30,1515,1,16,7,1,24,"CO2015DHS"
"    00301616  2",19,3,3,67406,12,1,4,443450,"CO7",2015,30,1616,1,18,7,3,20,"CO2015DHS"
"    00301616  4",NA,3,3,67406,12,1,4,443450,"CO7",2015,30,1616,1,17,3,3,21,"CO2015DHS"
"    00301717  2",20,3,3,-62616,7,1,35,424523,"CO7",2015,30,1717,1,19,9,8,47,"CO2015DHS"
"    00301717  3",NA,3,3,-62616,13,1,95,443450,"CO7",2015,30,1717,1,21,7,3,22,"CO2015DHS"
"    00301717  6",16,3,0,-62616,8,1,95,387626,"CO7",2015,30,1717,1,15,3,3,16,"CO2015DHS"
"    00301818  2",17,3,3,-80555,10,1,13,532640,"CO7",2015,30,1818,1,16,7,4,32,"CO2015DHS"
"    00311014  4",NA,3,3,59390,12,1,5,566835,"CO7",2015,31,1014,1,17,7,2,18,"CO2015DHS"
"    00311014  5",NA,3,0,59390,11,1,95,566835,"CO7",2015,31,1014,1,0,0,2,16,"CO2015DHS"
"    00311115  1",19,3,3,23531,8,1,95,627368,"CO7",2015,31,1115,1,16,7,4,36,"CO2015DHS"
"    00311115  3",NA,3,0,23531,7,1,95,566835,"CO7",2015,31,1115,1,0,0,2,15,"CO2015DHS"
"    00311216  2",24,3,3,-19350,11,1,19,778892,"CO7",2015,31,1216,1,22,3,3,33,"CO2015DHS"
"    00311418  2",14,3,3,77754,8,1,5,717253,"CO7",2015,31,1418,1,13,3,3,42,"CO2015DHS"
"    00311418  3",17,3,3,77754,13,1,12,665404,"CO7",2015,31,1418,1,16,3,2,27,"CO2015DHS"
"    00311418  5",18,3,3,77754,11,1,9,648467,"CO7",2015,31,1418,1,15,7,2,24,"CO2015DHS"
"    00311519  2",22,3,3,105191,13,1,0,627368,"CO7",2015,31,1519,1,19,8,2,39,"CO2015DHS"
"    00311519  3",NA,3,0,105191,12,1,0,566835,"CO7",2015,31,1519,1,0,0,2,17,"CO2015DHS"
"    00311519  4",NA,3,0,105191,7,1,0,615471,"CO7",2015,31,1519,1,0,0,2,13,"CO2015DHS"
"    00311620  2",23,3,3,78506,13,1,6,778892,"CO7",2015,31,1620,1,21,3,4,34,"CO2015DHS"
"    00312024  2",NA,3,3,104898,12,1,2,665404,"CO7",2015,31,2024,1,18,2,2,25,"CO2015DHS"
"    00312226  2",19,3,3,9425,5,1,95,620791,"CO7",2015,31,2226,1,14,3,6,45,"CO2015DHS"
"    00312226  5",NA,3,3,9425,10,1,95,566835,"CO7",2015,31,2226,1,16,7,2,18,"CO2015DHS"
"    00312428  2",21,3,3,19520,16,1,35,620791,"CO7",2015,31,2428,1,18,1,6,47,"CO2015DHS"
"    00319030  1",NA,3,3,9785,13,1,13,648467,"CO7",2015,31,9030,1,19,3,2,20,"CO2015DHS"
"    00319050  1",13,3,3,98962,7,1,95,620791,"CO7",2015,31,9050,1,13,7,6,46,"CO2015DHS"
"    00319050  2",NA,3,0,98962,16,1,95,778892,"CO7",2015,31,9050,1,0,1,2,32,"CO2015DHS"
"    00319050  3",NA,3,0,98962,16,1,95,648467,"CO7",2015,31,9050,1,0,2,2,24,"CO2015DHS"
"    00319060  1",14,3,3,-48668,11,1,95,665404,"CO7",2015,31,9060,1,13,3,4,25,"CO2015DHS"
"    00321313  2",26,3,3,57626,14,1,95,973733,"CO7",2015,32,1313,1,17,7,2,33,"CO2015DHS"
"    00321616  1",19,3,3,84031,13,1,95,784305,"CO7",2015,32,1616,1,96,7,1,39,"CO2015DHS"
"    00321616  6",17,3,3,84031,7,1,5,810682,"CO7",2015,32,1616,1,96,3,3,21,"CO2015DHS"
"    00321818  3",NA,3,3,45249,14,1,95,973733,"CO7",2015,32,1818,1,22,3,3,30,"CO2015DHS"
"    00321919  1",21,3,3,83419,14,1,10,973733,"CO7",2015,32,1919,1,18,3,2,32,"CO2015DHS"
"    00322020  2",22,3,3,43704,16,1,19,896675,"CO7",2015,32,2020,1,22,3,3,41,"CO2015DHS"
"    00322020  3",NA,3,0,43704,8,1,95,708629,"CO7",2015,32,2020,1,0,3,2,18,"CO2015DHS"
"    00329030  2",21,3,3,2534,11,1,8,831855,"CO7",2015,32,9030,1,18,7,3,27,"CO2015DHS"
"    00330809  1",19,3,3,-39860,6,2,95,485046,"CO7",2015,33,809,2,18,7,3,45,"CO2015DHS"
"    00330910  1",20,3,3,-110165,13,2,95,574616,"CO7",2015,33,910,2,96,7,4,30,"CO2015DHS"
"    00331011  4",NA,3,3,-119531,6,2,7,711252,"CO7",2015,33,1011,2,0,0,2,14,"CO2015DHS"
"    00331112  1",21,3,3,-122284,2,2,95,806739,"CO7",2015,33,1112,2,14,9,1,38,"CO2015DHS"
"    00331112  2",NA,3,0,-122284,9,2,95,712341,"CO7",2015,33,1112,2,0,7,2,16,"CO2015DHS"
"    00331112  3",NA,3,0,-122284,7,2,95,711252,"CO7",2015,33,1112,2,0,0,4,14,"CO2015DHS"
"    00331112  4",NA,3,0,-122284,7,2,9,711252,"CO7",2015,33,1112,2,0,0,2,14,"CO2015DHS"
"    00331112  5",NA,3,0,-122284,6,2,95,711252,"CO7",2015,33,1112,2,0,0,1,14,"CO2015DHS"
"    00331213  1",23,3,3,-68391,11,2,95,574616,"CO7",2015,33,1213,2,18,9,3,33,"CO2015DHS"
"    00331415  2",17,3,3,-51032,11,2,19,574616,"CO7",2015,33,1415,2,16,3,4,33,"CO2015DHS"
"    00331516  4",NA,3,3,-68371,13,2,95,868061,"CO7",2015,33,1516,2,20,7,3,27,"CO2015DHS"
"    00331718  1",18,3,3,-36718,9,2,95,485046,"CO7",2015,33,1718,2,17,3,6,48,"CO2015DHS"
"    00331718  2",20,3,3,-36718,12,2,95,574616,"CO7",2015,33,1718,2,16,7,3,30,"CO2015DHS"
"    00331920  2",25,3,3,3727,13,2,13,631557,"CO7",2015,33,1920,2,23,1,3,40,"CO2015DHS"
"    00331920  3",NA,3,0,3727,9,2,13,711252,"CO7",2015,33,1920,2,0,3,2,14,"CO2015DHS"
"    00341616  3",16,3,3,-215967,1,2,95,305618,"CO7",2015,34,1616,2,96,8,5,42,"CO2015DHS"
"    00341616  4",NA,3,0,-215967,7,2,95,344183,"CO7",2015,34,1616,2,0,8,5,14,"CO2015DHS"
"    00341818  2",16,3,3,-264400,5,2,1,278063,"CO7",2015,34,1818,2,16,9,4,30,"CO2015DHS"
"    00341818  3",NA,0,0,-264400,5,2,1,344183,"CO7",2015,34,1818,2,0,0,5,13,"CO2015DHS"
"    00342020  3",NA,3,3,-181920,12,2,95,314865,"CO7",2015,34,2020,2,21,3,3,23,"CO2015DHS"
"    00342121  3",NA,3,3,-233206,5,2,95,344710,"CO7",2015,34,2121,2,12,0,3,16,"CO2015DHS"
"    00342222  2",15,3,3,-187617,0,2,17,390390,"CO7",2015,34,2222,2,12,4,96,39,"CO2015DHS"
"    00342323  2",14,3,3,-221119,0,2,12,390390,"CO7",2015,34,2323,2,96,8,5,35,"CO2015DHS"
"    00342424  3",NA,3,3,-256802,3,2,1,314865,"CO7",2015,34,2424,2,16,9,3,21,"CO2015DHS"
"    00342424 12",NA,0,0,-256802,0,2,95,314865,"CO7",2015,34,2424,2,96,3,3,21,"CO2015DHS"
"    00342727  2",16,3,3,-249047,2,2,8,314865,"CO7",2015,34,2727,2,13,3,4,23,"CO2015DHS"
"    00342727  6",20,3,0,-249047,4,2,2,314865,"CO7",2015,34,2727,2,14,3,4,20,"CO2015DHS"
"    00349081  2",15,3,2,-257633,6,2,95,344710,"CO7",2015,34,9081,2,96,3,4,16,"CO2015DHS"
"    00351414  1",16,3,2,-214226,2,2,95,652509,"CO7",2015,35,1414,2,96,3,10,37,"CO2015DHS"
"    00351414  3",NA,3,0,-214226,9,2,95,526274,"CO7",2015,35,1414,2,0,9,4,21,"CO2015DHS"
"    00351414  4",NA,3,0,-214226,6,2,95,576158,"CO7",2015,35,1414,2,0,7,2,19,"CO2015DHS"
"    00351414  5",NA,3,0,-214226,7,2,95,576158,"CO7",2015,35,1414,2,0,0,2,16,"CO2015DHS"
"    00351414  6",NA,0,0,-214226,5,2,95,576158,"CO7",2015,35,1414,2,0,0,1,15,"CO2015DHS"
"    00351515  2",15,3,3,-207602,5,2,95,464763,"CO7",2015,35,1515,2,96,9,4,32,"CO2015DHS"
"    00351717  2",22,3,0,-264598,0,2,95,392316,"CO7",2015,35,1717,2,96,8,96,48,"CO2015DHS"
"    00351717  8",NA,0,0,-264598,5,2,95,575277,"CO7",2015,35,1717,2,0,9,5,14,"CO2015DHS"
"    00351818  2",27,1,0,-281138,0,2,95,510818,"CO7",2015,35,1818,2,26,0,5,43,"CO2015DHS"
"    00351919  2",15,3,0,-262867,0,2,95,702108,"CO7",2015,35,1919,2,14,9,6,26,"CO2015DHS"
"    00352121  2",23,0,0,-247152,0,2,8,510818,"CO7",2015,35,2121,2,16,0,1,40,"CO2015DHS"
"    00352222  1",20,3,3,-272968,0,2,95,526274,"CO7",2015,35,2222,2,16,9,3,24,"CO2015DHS"
"    00352424  2",17,3,1,-268500,3,2,95,526274,"CO7",2015,35,2424,2,96,9,3,23,"CO2015DHS"
"    00361616  2",18,3,3,-50016,5,2,9,1276560,"CO7",2015,36,1616,2,96,4,2,28,"CO2015DHS"
"    00361919  2",17,3,3,-181500,6,2,1,1186380,"CO7",2015,36,1919,2,13,4,4,35,"CO2015DHS"
"    00362020  2",24,3,3,-234473,2,2,0,845024,"CO7",2015,36,2020,2,20,4,1,30,"CO2015DHS"
"    00362525  2",15,3,3,-96268,2,2,20,928761,"CO7",2015,36,2525,2,14,9,6,42,"CO2015DHS"
"    00371313  2",21,3,3,-230209,0,2,95,1567284,"CO7",2015,37,1313,2,19,8,10,44,"CO2015DHS"
"    00371414  1",22,3,0,-247816,2,2,95,1567284,"CO7",2015,37,1414,2,96,4,10,42,"CO2015DHS"
"    00371414  3",NA,3,0,-247816,3,2,95,1767758,"CO7",2015,37,1414,2,0,0,3,16,"CO2015DHS"
"    00371515  1",20,3,3,-264528,8,2,95,1425977,"CO7",2015,37,1515,2,96,9,6,30,"CO2015DHS"
"    00371717  2",18,3,1,-252536,0,2,20,1203698,"CO7",2015,37,1717,2,17,9,9,45,"CO2015DHS"
"    00371717  4",NA,0,0,-252536,2,2,95,1765055,"CO7",2015,37,1717,2,0,4,2,14,"CO2015DHS"
"    00371818  3",NA,3,0,-159817,5,2,95,1767758,"CO7",2015,37,1818,2,0,0,0,17,"CO2015DHS"
"    00371818  5",21,3,3,-159817,12,2,95,2154195,"CO7",2015,37,1818,2,19,9,6,27,"CO2015DHS"
"    00381111  2",17,3,0,-219480,3,2,9,785670,"CO7",2015,38,1111,2,15,0,5,19,"CO2015DHS"
"    00381414  2",16,3,3,-278005,3,2,95,717646,"CO7",2015,38,1414,2,96,7,2,23,"CO2015DHS"
"    00381515  4",NA,3,0,-271842,9,2,95,785670,"CO7",2015,38,1515,2,0,0,2,17,"CO2015DHS"
"    00381616  2",14,3,3,-243808,3,2,95,785670,"CO7",2015,38,1616,2,96,0,4,19,"CO2015DHS"
"    00391213  2",36,3,3,79172,16,1,14,697659,"CO7",2015,39,1213,1,96,1,4,47,"CO2015DHS"
"    00391314  5",NA,3,0,46735,11,1,95,637022,"CO7",2015,39,1314,1,0,0,3,17,"CO2015DHS"
"    00391415  3",NA,3,3,54565,14,1,95,875337,"CO7",2015,39,1415,1,18,3,4,31,"CO2015DHS"
"    00391516  2",31,3,3,50395,12,1,95,705051,"CO7",2015,39,1516,1,13,7,3,38,"CO2015DHS"
"    00391617  4",NA,3,3,92624,11,1,5,747796,"CO7",2015,39,1617,1,18,3,1,27,"CO2015DHS"
"    00401921  2",NA,3,3,50163,11,1,95,728763,"CO7",2015,40,1921,1,18,3,1,20,"CO2015DHS"
"    00421010  1",14,3,3,29477,7,2,30,705513,"CO7",2015,42,1010,2,13,7,96,45,"CO2015DHS"
"    00421010  2",NA,3,0,29477,8,2,95,1036120,"CO7",2015,42,1010,2,0,0,2,15,"CO2015DHS"
"    00421414  1",18,3,3,-21277,11,2,23,835795,"CO7",2015,42,1414,2,17,3,2,33,"CO2015DHS"
"    00421515  3",NA,3,3,-1974,12,2,95,946411,"CO7",2015,42,1515,2,19,2,1,24,"CO2015DHS"
"    00421616  2",23,3,3,11812,14,2,4,835795,"CO7",2015,42,1616,2,96,3,2,30,"CO2015DHS"
"    00431313  1",22,3,3,-254151,9,2,4,787576,"CO7",2015,43,1313,2,13,0,4,31,"CO2015DHS"
"    00431414  2",16,3,3,-198807,6,2,95,1189775,"CO7",2015,43,1414,2,96,7,3,27,"CO2015DHS"
"    00431616  2",17,3,3,-205206,6,2,95,1189775,"CO7",2015,43,1616,2,15,7,3,29,"CO2015DHS"
"    00431717  2",17,3,3,-157375,0,2,95,865620,"CO7",2015,43,1717,2,14,0,8,40,"CO2015DHS"
"    00431717  3",NA,3,0,-157375,6,2,95,976344,"CO7",2015,43,1717,2,0,0,4,16,"CO2015DHS"
"    00431818  2",11,3,3,-217892,0,2,95,865620,"CO7",2015,43,1818,2,11,9,5,41,"CO2015DHS"
"    00431919  2",16,3,1,-178239,3,2,16,865620,"CO7",2015,43,1919,2,16,7,6,43,"CO2015DHS"
"    00432020  3",NA,3,0,-183076,10,2,95,976344,"CO7",2015,43,2020,2,0,0,1,15,"CO2015DHS"
"    00432121  5",NA,0,0,-197130,4,2,95,974851,"CO7",2015,43,2121,2,0,0,1,13,"CO2015DHS"
"    00432121  9",15,3,3,-197130,7,2,1,976344,"CO7",2015,43,2121,2,14,7,3,18,"CO2015DHS"
"    00432222  1",25,3,3,-233085,11,2,2,787576,"CO7",2015,43,2222,2,24,7,3,30,"CO2015DHS"
"    00432323  1",18,3,3,-169793,2,2,15,664810,"CO7",2015,43,2323,2,15,7,4,46,"CO2015DHS"
"    00432424  2",NA,3,3,-194009,8,2,0,976344,"CO7",2015,43,2424,2,16,0,2,18,"CO2015DHS"
"    00441313  4",NA,3,3,-134763,8,2,95,460691,"CO7",2015,44,1313,2,14,0,2,14,"CO2015DHS"
"    00441313  6",16,3,3,-134763,8,2,95,421449,"CO7",2015,44,1313,2,15,3,3,22,"CO2015DHS"
"    00441616  1",20,3,0,-196096,0,2,95,409072,"CO7",2015,44,1616,2,96,3,10,42,"CO2015DHS"
"    00441717  2",19,3,1,-172022,5,2,95,522540,"CO7",2015,44,1717,2,17,3,8,35,"CO2015DHS"
"    00441818  1",17,3,3,-210347,0,2,6,421449,"CO7",2015,44,1818,2,96,0,96,24,"CO2015DHS"
"    00441919  7",NA,0,0,-241913,3,2,95,460691,"CO7",2015,44,1919,2,0,0,4,13,"CO2015DHS"
"    00441919  8",NA,3,0,-241913,9,2,0,421449,"CO7",2015,44,1919,2,0,7,1,20,"CO2015DHS"
"    00442020  1",18,3,3,-262078,2,2,6,372190,"CO7",2015,44,2020,2,14,3,4,33,"CO2015DHS"
"    00442020  3",NA,0,0,-262078,3,2,6,460691,"CO7",2015,44,2020,2,0,0,2,14,"CO2015DHS"
"    00442121  1",15,3,3,-199336,0,2,95,314174,"CO7",2015,44,2121,2,96,4,11,46,"CO2015DHS"
"    00442121  7",NA,3,0,-199336,7,2,95,460691,"CO7",2015,44,2121,2,0,8,0,14,"CO2015DHS"
"    00442222  2",14,3,3,-240664,7,2,95,461397,"CO7",2015,44,2222,2,13,3,4,19,"CO2015DHS"
"    00442323  2",14,3,3,-193603,3,2,95,372190,"CO7",2015,44,2323,2,12,3,4,30,"CO2015DHS"
"    00442424  4",NA,3,0,-184765,9,2,95,461397,"CO7",2015,44,2424,2,0,7,5,17,"CO2015DHS"
"    00442424  5",NA,3,0,-184765,8,2,95,460691,"CO7",2015,44,2424,2,0,0,3,14,"CO2015DHS"
"    00442424  6",22,3,0,-184765,5,2,95,421449,"CO7",2015,44,2424,2,19,7,2,22,"CO2015DHS"
"    00451313  2",16,3,3,-157152,6,2,40,326626,"CO7",2015,45,1313,2,14,3,7,46,"CO2015DHS"
"    00451414  2",18,3,3,-82694,2,2,17,543252,"CO7",2015,45,1414,2,14,3,4,35,"CO2015DHS"
"    00451414  3",NA,3,2,-82694,10,2,95,479685,"CO7",2015,45,1414,2,16,0,2,16,"CO2015DHS"
"    00451616  2",28,3,3,-48491,14,2,8,543252,"CO7",2015,45,1616,2,23,1,3,36,"CO2015DHS"
"    00451717  2",NA,3,0,-136755,10,2,95,479685,"CO7",2015,45,1717,2,0,0,2,16,"CO2015DHS"
"    00451818  3",NA,3,0,-126712,10,2,5,479685,"CO7",2015,45,1818,2,0,0,2,16,"CO2015DHS"
"    00451818  4",NA,3,0,-126712,8,2,4,479685,"CO7",2015,45,1818,2,0,0,2,15,"CO2015DHS"
"    00452020  1",19,3,3,-198937,6,2,95,425286,"CO7",2015,45,2020,2,15,3,1,40,"CO2015DHS"
"    00452323  1",21,3,3,-171530,5,2,30,543252,"CO7",2015,45,2323,2,18,9,3,37,"CO2015DHS"
"    00461313  2",15,3,3,-245513,6,2,0,946964,"CO7",2015,46,1313,2,14,7,4,29,"CO2015DHS"
"    00461414  2",16,3,3,-151046,0,2,95,880068,"CO7",2015,46,1414,2,14,3,1,39,"CO2015DHS"
"    00461515  1",17,3,3,-174400,12,2,95,946964,"CO7",2015,46,1515,2,15,3,2,25,"CO2015DHS"
"    00461616  2",21,3,3,-59450,11,2,95,880068,"CO7",2015,46,1616,2,19,3,2,36,"CO2015DHS"
"    00461717  1",22,3,1,-273519,0,2,95,880068,"CO7",2015,46,1717,2,96,4,0,38,"CO2015DHS"
"    00461818  2",17,3,3,-201557,9,2,0,777090,"CO7",2015,46,1818,2,16,7,2,19,"CO2015DHS"
"    00462121  2",NA,3,0,-228635,5,2,95,709808,"CO7",2015,46,2121,2,96,4,2,20,"CO2015DHS"
"    00462222  2",14,3,3,-211456,8,2,95,709808,"CO7",2015,46,2222,2,12,0,1,20,"CO2015DHS"
"    00462323  3",NA,3,0,-195424,1,2,95,775901,"CO7",2015,46,2323,2,0,0,4,13,"CO2015DHS"
"    00462323  4",16,0,0,-195424,3,2,95,777090,"CO7",2015,46,2323,2,13,0,1,18,"CO2015DHS"
